45.9022,27.0809,43.3498,0
46.3797,27.1713,43.8525,0
45.9186,26.6317,44.8282,0
45.9186,27.1697,44.8282,0
48.2272,27.7327,45.3053,0
48.1642,27.7731,44.8683,0
48.1642,28.2568,46.1026,0
49.2299,28.3995,46.4854,0
49.2299,28.3995,46.4854,0
49.2299,28.3995,46.4854,0
49.8277,29.0153,47.742,0
49.8277,29.0153,47.742,0
49.8817,28.8704,48.6413,0
49.8817,29.0674,48.8464,0
51.6076,29.9336,49.5044,0
51.6076,29.9336,49.5044,0
51.5438,29.9182,50.0086,0
52.0371,30.6077,50.6247,0
52.0371,30.6077,50.6247,0
52.3116,31.235,51.5235,0
53.3151,31.524,51.9267,0
53.9876,32.1275,52.4413,0
53.9876,32.1275,53.4099,0
53.129,32.0742,53.6351,0
53.129,33.3162,53.7577,0
54.2805,33.3162,53.7577,0
54.1712,34.0495,54.6156,0
54.1712,34.3196,54.6156,0
54.5256,34.3196,55.5498,0
54.7758,34.6081,55.8778,0
54.7758,35.1123,55.8778,0
54.7758,35.1123,55.8778,0
54.8945,35.5313,57.2629,0
54.1416,35.4224,58.0518,0
54.1416,36.8485,58.0518,0
55.3636,37.2399,58.1874,0
55.3636,37.6018,58.3305,0
55.1054,37.6018,58.9832,0
55.1054,38.2067,59.4604,0
55.0835,38.8127,59.4265,0
55.1587,38.8127,59.8593,0
55.1587,39.642,60.3502,0
55.0824,39.666,60.3123,0
54.1629,39.666,60.4563,0
54.1629,40.6435,60.4563,0
55.0181,40.9162,60.5972,0
55.0181,40.8576,60.3194,0
55.0181,41.0708,61.194,0
54.8697,41.2535,61.194,0
54.7002,41.6027,61.4435,0
54.7002,41.8239,61.5556,0
54.478,42.0161,61.7506,0
54.4418,42.0161,62.4465,0
54.4418,41.7673,62.4465,0
54.4418,41.7673,62.4465,0
54.0731,43.2669,62.3459,0
54.0731,43.2669,62.3459,0
53.6096,43.5718,62.2519,0
53.614,43.8759,62.6797,0
53.6127,43.9243,62.6669,0
53.5051,43.9431,62.9985,0
53.5051,44.0815,63.02,0
53.2841,44.2493,62.9877,0
52.4685,43.547,62.9877,0
52.4685,44.4698,63.0111,0
52.6667,44.6551,63.3938,0
52.6667,44.2882,63.3938,0
52.5861,44.7156,63.2849,0
52.7843,44.741,63.6037,0
52.6221,44.667,63.5165,0
52.6221,44.667,63.5165,0
52.4752,44.5597,63.4309,0
52.0972,44.7452,63.4309,0
52.0972,44.7452,63.4619,0
52.0972,44.7452,63.4619,0
52.0972,44.7452,63.4619,0
52.0972,44.7452,63.4619,0
51.3236,44.6356,62.7636,0
51.3236,44.6356,62.9693,0
51.3766,44.4015,62.8258,0
51.3766,44.4015,62.9541,0
50.1171,43.8759,62.6971,0
50.072,43.8759,61.9439,0
50.072,43.7303,61.9439,0
49.3232,43.0796,61.8925,0
50.1713,43.0796,61.895,0
50.1713,43.1397,61.2517,0
49.973,43.0845,61.2042,0
49.9101,42.9345,61.3345,0
49.9101,42.8147,61.3333,0
49.991,42.7849,61.17,0
49.982,42.5209,61.3726,0
49.982,42.3962,61.3422,0
49.2078,41.4894,61.4858,0
49.2078,41.5867,61.3489,0
49.6764,41.5867,60.7192,0
49.6764,41.4766,60.7192,0
49.6488,41.0207,60.4077,0
49.6488,41.0207,60.4077,0
49.6488,41.0207,60.4077,0
