12.0,1.3242443839434612,0
1.0,-1.3242443839434612,0
2.0,-1.0834726777719228,0
4.0,-0.8427009716003844,0
5.0,-0.601929265428846,0
6.0,0,0
7.0,0,0
8.0,0.601929265428846,1
9.0,0.601929265428846,1
10.0,0.8427009716003844,0
11.0,1.0834726777719228,0
12.0,1.3242443839434612,0
1.0,-1.3242443839434612,0
2.0,-1.0834726777719228,0
3.0,-0.8427009716003844,0
5.0,-0.601929265428846,0
6.0,0,0
7.0,0,0
8.0,0.601929265428846,1
9.0,0.601929265428846,1
10.0,0.8427009716003844,0
11.0,1.0834726777719228,0
12.0,1.3242443839434612,0
1.0,-1.3242443839434612,0
2.0,-1.0834726777719228,0
3.0,-0.8427009716003844,0
4.0,-0.601929265428846,0
6.0,0,0
7.0,0,0
8.0,0.601929265428846,1
9.0,0.601929265428846,1
10.0,0.601929265428846,1
11.0,0.8427009716003844,0
12.0,1.0834726777719228,0
1.0,1.3242443839434612,0
2.0,-1.3242443839434612,0
3.0,-1.0834726777719228,0
4.0,-0.8427009716003844,0
5.0,-0.601929265428846,0
7.0,0,0
8.0,0.601929265428846,1
9.0,0.601929265428846,1
10.0,0.601929265428846,1
11.0,0.8427009716003844,0
12.0,1.0834726777719228,0
1.0,1.3242443839434612,0
2.0,-1.3242443839434612,0
3.0,-1.0834726777719228,0
4.0,-0.8427009716003844,0
5.0,-0.601929265428846,0
6.0,0,0
8.0,0.601929265428846,1
9.0,0.601929265428846,1
10.0,0.601929265428846,1
11.0,0.8427009716003844,0
12.0,1.0834726777719228,0
1.0,1.3242443839434612,0
2.0,-1.3242443839434612,0
3.0,-1.0834726777719228,0
4.0,-0.8427009716003844,0
5.0,-0.601929265428846,0
6.0,0,0
7.0,0,0
9.0,0.601929265428846,1
10.0,0.601929265428846,1
11.0,0.8427009716003844,0
12.0,1.0834726777719228,0
1.0,1.3242443839434612,0
2.0,-1.3242443839434612,0
3.0,-1.0834726777719228,0
4.0,-0.8427009716003844,0
5.0,-0.601929265428846,0
6.0,0,0
7.0,0,0
8.0,0.601929265428846,1
10.0,0.601929265428846,1
11.0,0.8427009716003844,0
12.0,1.0834726777719228,0
1.0,1.3242443839434612,0
2.0,-1.3242443839434612,0
3.0,-1.0834726777719228,0
4.0,-0.8427009716003844,0
5.0,-0.601929265428846,0
6.0,0,0
7.0,0,0
8.0,0.601929265428846,1
9.0,0.8427009716003844,0
11.0,1.0834726777719228,0
12.0,1.3242443839434612,0
1.0,-1.3242443839434612,0
2.0,-1.0834726777719228,0
3.0,-0.8427009716003844,0
4.0,-0.601929265428846,0
5.0,0,0
6.0,0,0
7.0,0,0
8.0,0.601929265428846,1
9.0,0.8427009716003844,0
10.0,1.0834726777719228,0
12.0,1.3242443839434612,0
1.0,-1.3242443839434612,0
2.0,-1.0834726777719228,0
3.0,-0.8427009716003844,0
4.0,-0.601929265428846,0
5.0,0,0
6.0,0,0
7.0,0,0
8.0,0.601929265428846,1
9.0,0.8427009716003844,0
10.0,1.0834726777719228,0
11.0,1.3242443839434612,0
1.0,-1.3242443839434612,0
2.0,-1.0834726777719228,0
3.0,-0.8427009716003844,0
4.0,-0.601929265428846,0
5.0,0,0
6.0,0,0
7.0,0,0
8.0,0,0
9.0,0.601929265428846,1
10.0,0.8427009716003844,0
11.0,1.0834726777719228,0
12.0,1.3242443839434612,0
2.0,-1.3242443839434612,0
3.0,-1.0834726777719228,0
4.0,-0.8427009716003844,0
5.0,-0.601929265428846,0
6.0,0,0
7.0,0,0
8.0,0,0
9.0,0.601929265428846,1
10.0,0.8427009716003844,0
11.0,1.0834726777719228,0
12.0,1.3242443839434612,0
1.0,-1.3242443839434612,0
3.0,-1.0834726777719228,0
4.0,-0.8427009716003844,0
5.0,-0.601929265428846,0
6.0,0,0
7.0,0,0
8.0,0,0
9.0,0.601929265428846,1
10.0,0.8427009716003844,0
11.0,1.0834726777719228,0
12.0,1.3242443839434612,0
1.0,-1.3242443839434612,0
2.0,-1.0834726777719228,0
4.0,-0.8427009716003844,0
5.0,-0.601929265428846,0
6.0,0,0
7.0,0,0
8.0,0.601929265428846,1
9.0,0.601929265428846,1
10.0,0.8427009716003844,0
11.0,1.0834726777719228,0
12.0,1.3242443839434612,0
1.0,-1.3242443839434612,0
2.0,-1.0834726777719228,0
3.0,-0.8427009716003844,0
5.0,-0.601929265428846,0
6.0,0,0
7.0,0,0
8.0,0.601929265428846,1
9.0,0.601929265428846,1
10.0,0.8427009716003844,0
11.0,1.0834726777719228,0
12.0,1.3242443839434612,0
1.0,-1.3242443839434612,0
2.0,-1.0834726777719228,0
3.0,-0.8427009716003844,0
4.0,-0.601929265428846,0
6.0,0,0
7.0,0,0
8.0,0.601929265428846,1
9.0,0.601929265428846,1
10.0,0.601929265428846,1
11.0,0.8427009716003844,0
12.0,1.0834726777719228,0
1.0,1.3242443839434612,0
2.0,-1.3242443839434612,0
3.0,-1.0834726777719228,0
4.0,-0.8427009716003844,0
5.0,-0.601929265428846,0
7.0,0,0
8.0,0.601929265428846,1
9.0,0.601929265428846,1
10.0,0.601929265428846,1
11.0,0.8427009716003844,0
12.0,1.0834726777719228,0
1.0,1.3242443839434612,0
2.0,-1.3242443839434612,0
3.0,-1.0834726777719228,0
4.0,-0.8427009716003844,0
5.0,-0.601929265428846,0
6.0,0,0
8.0,0.601929265428846,1
9.0,0.601929265428846,1
10.0,0.601929265428846,1
11.0,0.8427009716003844,0
12.0,1.0834726777719228,0
1.0,1.3242443839434612,0
2.0,-1.3242443839434612,0
3.0,-1.0834726777719228,0
4.0,-0.8427009716003844,0
5.0,-0.601929265428846,0
6.0,0,0
7.0,0,0
9.0,0.601929265428846,1
10.0,0.601929265428846,1
11.0,0.8427009716003844,0
12.0,1.0834726777719228,0
1.0,1.3242443839434612,0
2.0,-1.3242443839434612,0
3.0,-1.0834726777719228,0
4.0,-0.8427009716003844,0
5.0,-0.601929265428846,0
6.0,0,0
7.0,0,0
8.0,0.601929265428846,1
10.0,0.601929265428846,1
11.0,0.8427009716003844,0
12.0,1.0834726777719228,0
1.0,1.3242443839434612,0
2.0,-1.3242443839434612,0
3.0,-1.0834726777719228,0
4.0,-0.8427009716003844,0
5.0,-0.601929265428846,0
6.0,0,0
7.0,0,0
8.0,0.601929265428846,1
9.0,0.8427009716003844,0
11.0,1.0834726777719228,0
12.0,1.3242443839434612,0
1.0,-1.3242443839434612,0
2.0,-1.0834726777719228,0
3.0,-0.8427009716003844,0
4.0,-0.601929265428846,0
5.0,0,0
6.0,0,0
7.0,0,0
8.0,0.601929265428846,1
9.0,0.8427009716003844,0
10.0,1.0834726777719228,0
12.0,1.3242443839434612,0
1.0,-1.3242443839434612,0
2.0,-1.0834726777719228,0
3.0,-0.8427009716003844,0
4.0,-0.601929265428846,0
5.0,0,0
6.0,0,0
7.0,0,0
8.0,0.601929265428846,1
9.0,0.8427009716003844,0
10.0,1.0834726777719228,0
11.0,1.3242443839434612,0
1.0,-1.3242443839434612,0
2.0,-1.0834726777719228,0
3.0,-0.8427009716003844,0
4.0,-0.601929265428846,0
5.0,0,0
6.0,0,0
7.0,0,0
8.0,0,0
9.0,0.601929265428846,1
10.0,0.8427009716003844,0
11.0,1.0834726777719228,0
12.0,1.3242443839434612,0
2.0,-1.3242443839434612,0
3.0,-1.0834726777719228,0
4.0,-0.8427009716003844,0
5.0,-0.601929265428846,0
6.0,0,0
7.0,0,0
8.0,0,0
9.0,0.601929265428846,1
10.0,0.8427009716003844,0
11.0,1.0834726777719228,0
12.0,1.3242443839434612,0
1.0,-1.3242443839434612,0
3.0,-1.0834726777719228,0
4.0,-0.8427009716003844,0
5.0,-0.601929265428846,0
6.0,0,0
7.0,0,0
8.0,0,0
9.0,0.601929265428846,1
10.0,0.8427009716003844,0
11.0,1.0834726777719228,0
12.0,1.3242443839434612,0
1.0,-1.3242443839434612,0
2.0,-1.0834726777719228,0
4.0,-0.8427009716003844,0
5.0,-0.601929265428846,0
6.0,0,0
7.0,0,0
8.0,0.601929265428846,1
9.0,0.601929265428846,1
10.0,0.8427009716003844,0
11.0,1.0834726777719228,0
12.0,1.3242443839434612,0
1.0,-1.3242443839434612,0
2.0,-1.0834726777719228,0
3.0,-0.8427009716003844,0
5.0,-0.601929265428846,0
6.0,0,0
7.0,0,0
8.0,0.601929265428846,1
9.0,0.601929265428846,1
10.0,0.8427009716003844,0
11.0,1.0834726777719228,0
12.0,1.3242443839434612,0
1.0,-1.3242443839434612,0
2.0,-1.0834726777719228,0
3.0,-0.8427009716003844,0
4.0,-0.601929265428846,0
6.0,0,0
7.0,0,0
8.0,0.601929265428846,1
9.0,0.601929265428846,1
10.0,0.601929265428846,1
11.0,0.8427009716003844,0
12.0,1.0834726777719228,0
1.0,1.3242443839434612,0
2.0,-1.3242443839434612,0
3.0,-1.0834726777719228,0
4.0,-0.8427009716003844,0
5.0,-0.601929265428846,0
7.0,0,0
8.0,0.601929265428846,1
9.0,0.601929265428846,1
10.0,0.601929265428846,1
11.0,0.8427009716003844,0
12.0,1.0834726777719228,0
1.0,1.3242443839434612,0
2.0,-1.3242443839434612,0
3.0,-1.0834726777719228,0
4.0,-0.8427009716003844,0
5.0,-0.601929265428846,0
6.0,0,0
8.0,0.601929265428846,1
9.0,0.601929265428846,1
10.0,0.601929265428846,1
11.0,0.8427009716003844,0
12.0,1.0834726777719228,0
1.0,1.3242443839434612,0
2.0,-1.3242443839434612,0
3.0,-1.0834726777719228,0
4.0,-0.8427009716003844,0
5.0,-0.601929265428846,0
6.0,0,0
7.0,0,0
9.0,0.601929265428846,1
10.0,0.601929265428846,1
11.0,0.8427009716003844,0
12.0,1.0834726777719228,0
1.0,1.3242443839434612,0
2.0,-1.3242443839434612,0
3.0,-1.0834726777719228,0
4.0,-0.8427009716003844,0
5.0,-0.601929265428846,0
6.0,0,0
7.0,0,0
8.0,0.601929265428846,1
10.0,0.601929265428846,1
11.0,0.8427009716003844,0
12.0,1.0834726777719228,0
1.0,1.3242443839434612,0
2.0,-1.3242443839434612,0
3.0,-1.0834726777719228,0
4.0,-0.8427009716003844,0
5.0,-0.601929265428846,0
6.0,0,0
7.0,0,0
8.0,0.601929265428846,1
9.0,0.8427009716003844,0
11.0,1.0834726777719228,0
12.0,1.3242443839434612,0
1.0,-1.3242443839434612,0
2.0,-1.0834726777719228,0
3.0,-0.8427009716003844,0
4.0,-0.601929265428846,0
5.0,0,0
6.0,0,0
7.0,0,0
8.0,0.601929265428846,1
9.0,0.8427009716003844,0
10.0,1.0834726777719228,0
12.0,1.3242443839434612,0
1.0,-1.3242443839434612,0
2.0,-1.0834726777719228,0
3.0,-0.8427009716003844,0
4.0,-0.601929265428846,0
5.0,0,0
6.0,0,0
7.0,0,0
8.0,0.601929265428846,1
9.0,0.8427009716003844,0
10.0,1.0834726777719228,0
11.0,1.3242443839434612,0
1.0,-1.3242443839434612,0
2.0,-1.0834726777719228,0
3.0,-0.8427009716003844,0
4.0,-0.601929265428846,0
5.0,0,0
6.0,0,0
7.0,0,0
8.0,0,0
9.0,0.601929265428846,1
10.0,0.8427009716003844,0
11.0,1.0834726777719228,0
12.0,1.3242443839434612,0
2.0,-1.3242443839434612,0
3.0,-1.0834726777719228,0
4.0,-0.8427009716003844,0
5.0,-0.601929265428846,0
6.0,0,0
7.0,0,0
8.0,0,0
9.0,0.601929265428846,1
10.0,0.8427009716003844,0
11.0,1.0834726777719228,0
12.0,1.3242443839434612,0
1.0,-1.3242443839434612,0
3.0,-1.0834726777719228,0
4.0,-0.8427009716003844,0
5.0,-0.601929265428846,0
6.0,0,0
7.0,0,0
8.0,0,0
9.0,0.601929265428846,1
10.0,0.8427009716003844,0
11.0,1.0834726777719228,0
12.0,1.3242443839434612,0
1.0,-1.3242443839434612,0
2.0,-1.0834726777719228,0
4.0,-0.8427009716003844,0
5.0,-0.601929265428846,0
6.0,0,0
7.0,0,0
8.0,0.601929265428846,1
9.0,0.601929265428846,1
10.0,0.8427009716003844,0
11.0,1.0834726777719228,0
12.0,1.3242443839434612,0
1.0,-1.3242443839434612,0
2.0,-1.0834726777719228,0
3.0,-0.8427009716003844,0
5.0,-0.601929265428846,0
6.0,0,0
7.0,0,0
8.0,0.601929265428846,1
9.0,0.601929265428846,1
10.0,0.8427009716003844,0
11.0,1.0834726777719228,0
12.0,1.3242443839434612,0
1.0,-1.3242443839434612,0
2.0,-1.0834726777719228,0
3.0,-0.8427009716003844,0
4.0,-0.601929265428846,0
6.0,0,0
7.0,0,0
8.0,0.601929265428846,1
9.0,0.601929265428846,1
10.0,0.601929265428846,1
11.0,0.8427009716003844,0
12.0,1.0834726777719228,0
1.0,1.3242443839434612,0
2.0,-1.3242443839434612,0
3.0,-1.0834726777719228,0
4.0,-0.8427009716003844,0
5.0,-0.601929265428846,0
7.0,0,0
8.0,0.601929265428846,1
9.0,0.601929265428846,1
10.0,0.601929265428846,1
11.0,0.8427009716003844,0
12.0,1.0834726777719228,0
1.0,1.3242443839434612,0
2.0,-1.3242443839434612,0
3.0,-1.0834726777719228,0
4.0,-0.8427009716003844,0
5.0,-0.601929265428846,0
6.0,0,0
8.0,0.601929265428846,1
9.0,0.601929265428846,1
10.0,0.601929265428846,1
11.0,0.8427009716003844,0
12.0,1.0834726777719228,0
1.0,1.3242443839434612,0
2.0,-1.3242443839434612,0
3.0,-1.0834726777719228,0
4.0,-0.8427009716003844,0
5.0,-0.601929265428846,0
6.0,0,0
7.0,0,0
9.0,0.601929265428846,1
10.0,0.601929265428846,1
11.0,0.8427009716003844,0
12.0,1.0834726777719228,0
1.0,1.3242443839434612,0
2.0,-1.3242443839434612,0
3.0,-1.0834726777719228,0
4.0,-0.8427009716003844,0
5.0,-0.601929265428846,0
6.0,0,0
7.0,0,0
8.0,0.601929265428846,1
10.0,0.601929265428846,1
11.0,0.8427009716003844,0
12.0,1.0834726777719228,0
1.0,1.3242443839434612,0
2.0,-1.3242443839434612,0
3.0,-1.0834726777719228,0
4.0,-0.8427009716003844,0
5.0,-0.601929265428846,0
6.0,0,0
7.0,0,0
8.0,0.601929265428846,1
9.0,0.8427009716003844,0
11.0,1.0834726777719228,0
12.0,1.3242443839434612,0
1.0,-1.3242443839434612,0
2.0,-1.0834726777719228,0
3.0,-0.8427009716003844,0
4.0,-0.601929265428846,0
5.0,0,0
6.0,0,0
7.0,0,0
8.0,0.601929265428846,1
9.0,0.8427009716003844,0
10.0,1.0834726777719228,0
12.0,1.3242443839434612,0
1.0,-1.3242443839434612,0
2.0,-1.0834726777719228,0
3.0,-0.8427009716003844,0
4.0,-0.601929265428846,0
5.0,0,0
6.0,0,0
7.0,0,0
8.0,0.601929265428846,1
9.0,0.8427009716003844,0
10.0,1.0834726777719228,0
11.0,1.3242443839434612,0
1.0,-1.3242443839434612,0
2.0,-1.0834726777719228,0
3.0,-0.8427009716003844,0
4.0,-0.601929265428846,0
5.0,0,0
6.0,0,0
7.0,0,0
8.0,0,0
9.0,0.601929265428846,1
10.0,0.8427009716003844,0
11.0,1.0834726777719228,0
12.0,1.3242443839434612,0
2.0,-1.3242443839434612,0
3.0,-1.0834726777719228,0
4.0,-0.8427009716003844,0
5.0,-0.601929265428846,0
6.0,0,0
7.0,0,0
8.0,0,0
9.0,0.601929265428846,1
10.0,0.8427009716003844,0
11.0,1.0834726777719228,0
12.0,1.3242443839434612,0
1.0,-1.3242443839434612,0
3.0,-1.0834726777719228,0
4.0,-0.8427009716003844,0
5.0,-0.601929265428846,0
6.0,0,0
7.0,0,0
8.0,0,0
9.0,0.601929265428846,1
10.0,0.8427009716003844,0
11.0,1.0834726777719228,0
12.0,1.3242443839434612,0
1.0,-1.3242443839434612,0
2.0,-1.0834726777719228,0
4.0,-0.8427009716003844,0
5.0,-0.601929265428846,0
6.0,0,0
7.0,0,0
8.0,0.601929265428846,1
9.0,0.601929265428846,1
10.0,0.8427009716003844,0
11.0,1.0834726777719228,0
12.0,1.3242443839434612,0
1.0,-1.3242443839434612,0
2.0,-1.0834726777719228,0
3.0,-0.8427009716003844,0
5.0,-0.601929265428846,0
6.0,0,0
7.0,0,0
8.0,0.601929265428846,1
9.0,0.601929265428846,1
10.0,0.8427009716003844,0
11.0,1.0834726777719228,0
12.0,1.3242443839434612,0
1.0,-1.3242443839434612,0
2.0,-1.0834726777719228,0
3.0,-0.8427009716003844,0
4.0,-0.601929265428846,0
6.0,0,0
7.0,0,0
8.0,0.601929265428846,1
9.0,0.601929265428846,1
10.0,0.601929265428846,1
11.0,0.8427009716003844,0
12.0,1.0834726777719228,0
1.0,1.3242443839434612,0
2.0,0.601929265428846,1
3.0,0.8427009716003844,0
4.0,1.0834726777719228,0
5.0,1.3242443839434612,0
1.0,-1.3242443839434612,0
2.0,-1.0834726777719228,0
3.0,-0.8427009716003844,0
4.0,-0.601929265428846,0
5.0,0,0
6.0,0,0
7.0,0,0
8.0,0,0
9.0,0.601929265428846,1
10.0,0.8427009716003844,0
11.0,1.0834726777719228,0
12.0,1.3242443839434612,0
2.0,-1.3242443839434612,0
3.0,-1.0834726777719228,0
4.0,-0.8427009716003844,0
5.0,-0.601929265428846,0
6.0,0,0
7.0,0,0
8.0,0,0
9.0,0.601929265428846,1
10.0,0.8427009716003844,0
11.0,1.0834726777719228,0
12.0,1.3242443839434612,0
1.0,-1.3242443839434612,0
3.0,-1.0834726777719228,0
4.0,-0.8427009716003844,0
5.0,-0.601929265428846,0
6.0,0,0
7.0,0,0
8.0,0,0
9.0,0.601929265428846,1
10.0,0.8427009716003844,0
11.0,1.0834726777719228,0
12.0,1.3242443839434612,0
1.0,-1.3242443839434612,0
2.0,-1.0834726777719228,0
4.0,-0.8427009716003844,0
5.0,-0.601929265428846,0
6.0,0,0
7.0,0,0
8.0,0.601929265428846,1
9.0,0.601929265428846,1
10.0,0.8427009716003844,0
11.0,1.0834726777719228,0
12.0,1.3242443839434612,0
1.0,-1.3242443839434612,0
2.0,-1.0834726777719228,0
3.0,-0.8427009716003844,0
5.0,-0.601929265428846,0
6.0,0,0
7.0,0,0
8.0,0.601929265428846,1
9.0,0.601929265428846,1
10.0,0.8427009716003844,0
11.0,1.0834726777719228,0
12.0,1.3242443839434612,0
1.0,-1.3242443839434612,0
2.0,-1.0834726777719228,0
3.0,-0.8427009716003844,0
4.0,-0.601929265428846,0
6.0,0,0
7.0,0,0
8.0,0.601929265428846,1
9.0,0.601929265428846,1
10.0,0.601929265428846,1
11.0,0.8427009716003844,0
12.0,1.0834726777719228,0
1.0,1.3242443839434612,0
2.0,-1.3242443839434612,0
3.0,-1.0834726777719228,0
4.0,-0.8427009716003844,0
5.0,-0.601929265428846,0
7.0,0,0
8.0,0.601929265428846,1
9.0,0.601929265428846,1
10.0,0.601929265428846,1
11.0,0.8427009716003844,0
12.0,1.0834726777719228,0
1.0,1.3242443839434612,0
2.0,-1.3242443839434612,0
3.0,-1.0834726777719228,0
4.0,-0.8427009716003844,0
5.0,-0.601929265428846,0
6.0,0,0
8.0,0.601929265428846,1
9.0,0.601929265428846,1
10.0,0.601929265428846,1
11.0,0.8427009716003844,0
12.0,1.0834726777719228,0
1.0,1.3242443839434612,0
2.0,-1.3242443839434612,0
3.0,-1.0834726777719228,0
4.0,-0.8427009716003844,0
5.0,-0.601929265428846,0
6.0,0,0
7.0,0,0
9.0,0.601929265428846,1
10.0,0.601929265428846,1
11.0,0.8427009716003844,0
12.0,1.0834726777719228,0
1.0,1.3242443839434612,0
2.0,-1.3242443839434612,0
3.0,-1.0834726777719228,0
4.0,-0.8427009716003844,0
5.0,-0.601929265428846,0
6.0,0,0
7.0,0,0
8.0,0.601929265428846,1
10.0,0.601929265428846,1
11.0,0.8427009716003844,0
12.0,1.0834726777719228,0
1.0,1.3242443839434612,0
2.0,-1.3242443839434612,0
3.0,-1.0834726777719228,0
4.0,-0.8427009716003844,0
5.0,-0.601929265428846,0
6.0,0,0
7.0,0,0
8.0,0.601929265428846,1
9.0,0.8427009716003844,0
11.0,1.0834726777719228,0
12.0,1.3242443839434612,0
1.0,-1.3242443839434612,0
2.0,-1.0834726777719228,0
3.0,-0.8427009716003844,0
4.0,-0.601929265428846,0
5.0,0,0
6.0,0,0
7.0,0,0
8.0,0.601929265428846,1
9.0,0.8427009716003844,0
10.0,1.0834726777719228,0
12.0,1.3242443839434612,0
1.0,-1.3242443839434612,0
2.0,-1.0834726777719228,0
3.0,-0.8427009716003844,0
4.0,-0.601929265428846,0
5.0,0,0
6.0,0,0
7.0,0,0
8.0,0.601929265428846,1
9.0,0.8427009716003844,0
10.0,1.0834726777719228,0
11.0,1.3242443839434612,0
1.0,-1.3242443839434612,0
2.0,-1.0834726777719228,0
3.0,-0.8427009716003844,0
4.0,-0.601929265428846,0
5.0,0,0
6.0,0,0
7.0,0,0
8.0,0,0
9.0,0.601929265428846,1
10.0,0.8427009716003844,0
11.0,1.0834726777719228,0
12.0,1.3242443839434612,0
2.0,-1.3242443839434612,0
3.0,-1.0834726777719228,0
4.0,-0.8427009716003844,0
5.0,-0.601929265428846,0
6.0,0,0
7.0,0,0
8.0,0,0
9.0,0.601929265428846,1
10.0,0.8427009716003844,0
11.0,1.0834726777719228,0
12.0,1.3242443839434612,0
1.0,-1.3242443839434612,0
3.0,-1.0834726777719228,0
4.0,-0.8427009716003844,0
5.0,-0.601929265428846,0
6.0,0,0
7.0,0,0
8.0,0,0
9.0,0.601929265428846,1
10.0,0.8427009716003844,0
11.0,1.0834726777719228,0
12.0,1.3242443839434612,0
1.0,-1.3242443839434612,0
2.0,-1.0834726777719228,0
4.0,-0.8427009716003844,0
5.0,-0.601929265428846,0
6.0,0,0
7.0,0,0
8.0,0.601929265428846,1
9.0,0.601929265428846,1
10.0,0.8427009716003844,0
11.0,1.0834726777719228,0
12.0,1.3242443839434612,0
1.0,-1.3242443839434612,0
2.0,-1.0834726777719228,0
3.0,-0.8427009716003844,0
5.0,-0.601929265428846,0
6.0,0,0
7.0,0,0
8.0,0.601929265428846,1
9.0,0.601929265428846,1
10.0,0.8427009716003844,0
11.0,1.0834726777719228,0
12.0,1.3242443839434612,0
1.0,-1.3242443839434612,0
2.0,-1.0834726777719228,0
3.0,-0.8427009716003844,0
4.0,-0.601929265428846,0
6.0,0,0
7.0,0,0
8.0,0.601929265428846,1
9.0,0.601929265428846,1
10.0,0.601929265428846,1
11.0,0.8427009716003844,0
12.0,1.0834726777719228,0
1.0,1.3242443839434612,0
2.0,-1.3242443839434612,0
3.0,-1.0834726777719228,0
4.0,-0.8427009716003844,0
5.0,-0.601929265428846,0
7.0,0,0
8.0,0.601929265428846,1
9.0,0.601929265428846,1
10.0,0.601929265428846,1
11.0,0.8427009716003844,0
12.0,1.0834726777719228,0
1.0,1.3242443839434612,0
2.0,-1.3242443839434612,0
3.0,-1.0834726777719228,0
4.0,-0.8427009716003844,0
5.0,-0.601929265428846,0
6.0,0,0
8.0,0.601929265428846,1
9.0,0.601929265428846,1
10.0,0.601929265428846,1
11.0,0.8427009716003844,0
12.0,1.0834726777719228,0
1.0,1.3242443839434612,0
2.0,-1.3242443839434612,0
3.0,-1.0834726777719228,0
4.0,-0.8427009716003844,0
5.0,-0.601929265428846,0
6.0,0,0
7.0,0,0
9.0,0.601929265428846,1
10.0,0.601929265428846,1
11.0,0.8427009716003844,0
12.0,1.0834726777719228,0
1.0,1.3242443839434612,0
2.0,-1.3242443839434612,0
3.0,-1.0834726777719228,0
4.0,-0.8427009716003844,0
5.0,-0.601929265428846,0
6.0,0,0
7.0,0,0
8.0,0.601929265428846,1
10.0,0.601929265428846,1
11.0,0.8427009716003844,0
12.0,1.0834726777719228,0
1.0,1.3242443839434612,0
2.0,-1.3242443839434612,0
3.0,-1.0834726777719228,0
4.0,-0.8427009716003844,0
5.0,-0.601929265428846,0
6.0,0,0
7.0,0,0
8.0,0.601929265428846,1
9.0,0.8427009716003844,0
11.0,1.0834726777719228,0
12.0,1.3242443839434612,0
1.0,-1.3242443839434612,0
2.0,-1.0834726777719228,0
3.0,-0.8427009716003844,0
4.0,-0.601929265428846,0
5.0,0,0
6.0,0,0
7.0,0,0
8.0,0.601929265428846,1
9.0,0.8427009716003844,0
10.0,1.0834726777719228,0
12.0,1.3242443839434612,0
1.0,-1.3242443839434612,0
2.0,-1.0834726777719228,0
3.0,-0.8427009716003844,0
4.0,-0.601929265428846,0
5.0,0,0
6.0,0,0
7.0,0,0
8.0,0.601929265428846,1
9.0,0.8427009716003844,0
10.0,1.0834726777719228,0
11.0,1.3242443839434612,0
1.0,-1.3242443839434612,0
2.0,-1.0834726777719228,0
3.0,-0.8427009716003844,0
4.0,-0.601929265428846,0
5.0,0,0
6.0,0,0
7.0,0,0
8.0,0,0
9.0,0.601929265428846,1
10.0,0.8427009716003844,0
11.0,1.0834726777719228,0
12.0,1.3242443839434612,0
2.0,-1.3242443839434612,0
3.0,-1.0834726777719228,0
4.0,-0.8427009716003844,0
5.0,-0.601929265428846,0
6.0,0,0
